Ann#,[ha] [någon] på tråden,[ha] [någon] på tråden_tråden,[ha] [något] på tungan,[ha] [något] på tungan_tungan,[ha] händerna fulla,[ha] händerna fulla_fulla,[ha] händerna fulla_händerna,[något] att hänga i julgranen,[något] att hänga i julgranen_hänga,[något] att hänga i julgranen_julgranen,bakom galler,bakom galler_galler,betala för kalaset,betala för kalaset_betala,betala för kalaset_kalaset,bita i det sura äpplet,bita i det sura äpplet_bita,bita i det sura äpplet_sura,bita i det sura äpplet_äpplet,blotta sig,blotta sig_blotta,blotta strupen,blotta strupen_blotta,blotta strupen_strupen,brinna av iver,brinna av iver_brinna,brinna av iver_iver,dagens sanning,dagens sanning_dagens,dagens sanning_sanning,det fina i kråksången,det fina i kråksången_fina,det fina i kråksången_kråksången,eld i baken,eld i baken_baken,eld i baken_eld,enligt konstens alla regler,enligt konstens alla regler_enligt,enligt konstens alla regler_konstens,enligt konstens alla regler_regler,fara åt helvete,fara åt helvete_fara,fara åt helvete_helvete,femte hjulet,femte hjulet_femte,femte hjulet_hjulet,fjärilar i magen,fjärilar i magen_fjärilar,fjärilar i magen_magen,fullt hus,fullt hus_fullt,fullt hus_hus,föra [någon] bakom ljuset,föra [någon] bakom ljuset_föra,föra [någon] bakom ljuset_ljuset,förlora ansiktet,förlora ansiktet_ansiktet,förlora ansiktet_förlora,föröka sig,föröka sig_föröka,ge [någon] sparken,ge [någon] sparken_ge,ge [någon] sparken_sparken,gnissla med tänderna,gnissla med tänderna_gnissla,gnissla med tänderna_tänderna,gå i fällan,gå i fällan_fällan,gå i fällan_gå,gå i kras,gå i kras_gå,gå i kras_kras,gå in i väggen,gå in i väggen_gå,gå in i väggen_väggen,gå sin egen väg,gå sin egen väg_egen,gå sin egen väg_gå,gå sin egen väg_väg,gå vidare,gå vidare_gå,gå vidare_vidare,gå åt skilda håll,gå åt skilda håll_gå,gå åt skilda håll_håll,gå åt skilda håll_skilda,göra pengar,göra pengar_göra,göra pengar_pengar,hissa segel,hissa segel_hissa,hissa segel_segel,hämta sig,hämta sig_hämta,hänga med huvudet,hänga med huvudet_huvudet,hänga med huvudet_hänga,hänga på en tråd,hänga på en tråd_hänga,hänga på en tråd_tråd,hålla [sitt] ord,hålla [sitt] ord_hålla,hålla [sitt] ord_ord,hålla sig på mattan,hålla sig på mattan_hålla,hålla sig på mattan_mattan,hålla tummarna,hålla tummarna_hålla,hålla tummarna_tummarna,hålla tyst,hålla tyst_hålla,hålla tyst_tyst,hålla tätt,hålla tätt_hålla,hålla tätt_tätt,höja [någon] till skyarna,höja [någon] till skyarna_höja,höja [någon] till skyarna_skyarna,i backspegeln,i backspegeln_backspegeln,i krokarna,i krokarna_krokarna,kasta en blick,kasta en blick_blick,kasta en blick_kasta,kasta handsken,kasta handsken_handsken,kasta handsken_kasta,kasta på sophögen,kasta på sophögen_kasta,kasta på sophögen_sophögen,kasta vatten,kasta vatten_kasta,kasta vatten_vatten,knipa käft,knipa käft_knipa,knipa käft_käft,kort stubin,kort stubin_kort,kort stubin_stubin,kräla i stoftet,kräla i stoftet_kräla,kräla i stoftet_stoftet,leva livet,leva livet_leva,leva livet_livet,lugna gatan,lugna gatan_gatan,lugna gatan_lugna,lägga på hyllan,lägga på hyllan_hyllan,lägga på hyllan_lägga,mannen på gatan,mannen på gatan_gatan,mannen på gatan_mannen,med handen på hjärtat,med handen på hjärtat_handen,med handen på hjärtat_hjärtat,med vänster hand,med vänster hand_hand,med vänster hand_vänster,mitt i prick,mitt i prick_mitt,mitt i prick_prick,objuden gäst,objuden gäst_gäst,objuden gäst_objuden,ond cirkel,ond cirkel_cirkel,ond cirkel_ond,på banan,på banan_banan,på högvarv,på högvarv_högvarv,på lyset,på lyset_lyset,raka rör,raka rör_raka,raka rör_rör,rapp i käften,rapp i käften_käften,rapp i käften_rapp,rasa samman,rasa samman_rasa,rasa samman_samman,rynka pannan,rynka pannan_pannan,rynka pannan_rynka,röd av ilska,röd av ilska_ilska,röd av ilska_röd,röra på påkarna,röra på påkarna_påkarna,röra på påkarna_röra,se mellan fingrarna,se mellan fingrarna_fingrarna,se mellan fingrarna_se,skaka hand,skaka hand_hand,skaka hand_skaka,skatta sig lycklig,skatta sig lycklig_lycklig,skatta sig lycklig_skatta,skjuta sig i foten,skjuta sig i foten_foten,skjuta sig i foten_skjuta,skörda frukterna,skörda frukterna_frukterna,skörda frukterna_skörda,slänga-ur sig,slänga-ur sig_slänga-ur,snyta sig,snyta sig_snyta,sova sked,sova sked_sked,sova sked_sova,spilla tid,spilla tid_spilla,spilla tid_tid,spotta i glaset,spotta i glaset_glaset,spotta i glaset_spotta,sträcka sig,sträcka sig_sträcka,sätta punkt,sätta punkt_punkt,sätta punkt_sätta,ta i nackskinnet,ta i nackskinnet_nackskinnet,ta i nackskinnet_ta,tak över huvudet,tak över huvudet_huvudet,tak över huvudet_tak,tala i gåtor,tala i gåtor_gåtor,tala i gåtor_tala,tappa tråden,tappa tråden_tappa,tappa tråden_tråden,tappad bakom en vagn,tappad bakom en vagn_bakom,tappad bakom en vagn_tappad,tappad bakom en vagn_vagn,tidens tand,tidens tand_tand,tidens tand_tidens,torr bakom öronen,torr bakom öronen_torr,torr bakom öronen_öronen,torr i munnen,torr i munnen_munnen,torr i munnen_torr,ulv i fårakläder,ulv i fårakläder_fårakläder,ulv i fårakläder_ulv,uppe med tuppen,uppe med tuppen_tuppen,uppe med tuppen_uppe,uppföra sig som folk,uppföra sig som folk_folk,uppföra sig som folk_uppföra,visa tänderna,visa tänderna_tänderna,visa tänderna_visa,väga orden,väga orden_orden,väga orden_väga,vända kappan efter vinden,vända kappan efter vinden_kappan,vända kappan efter vinden_vinden,vända kappan efter vinden_vända,vända sig i sin grav,vända sig i sin grav_grav,vända sig i sin grav_vända,öm punkt,öm punkt_punkt,öm punkt_öm,öppet vatten,öppet vatten_vatten,öppet vatten_öppet
ann_50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,4,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,3,3,3,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,4,-,-,-,-,-,-,3,4,2,-,-,-,-,-,-,5,4,4,1,2,1,-1,-1,-1,4,4,4,-,-,-,3,3,3,-,-,-,-,-,-,3,3,3,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,4,3,5,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,4,5,1,-,-,-,0,0,0,-,-,-,3,3,1,-,-,-,-1,-1,-1,5,3,5,-,-,-,-,5,5,5,4,4,4,-,-,-,
ann_51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,4,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,-,4,4,3,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,4,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,4,4,4,3,4,2,3,3,2,3,4,3,-,-,-,4,4,4,-,-,-,-,-,-,2,1,1,3,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,2,2,3,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-,-,2,3,1,-,-,-,2,1,3,-,-,-,2,2,1,-,-,-,4,4,4,3,2,4,-,-,-,-,4,4,4,4,4,4,-,-,-,
ann_52,2,1,-,-,-,-,-,5,5,5,-,-,1,0,1,-,-,-,-,0,0,-,-,-,-,-,-,5,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,5,5,5,-,-,1,0,2,-,-,-,-,-,-,5,3,5,4,4,5,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,5,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,-,-,-,-,-,-,-,-,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,2,5,0,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_53,4,4,-,-,-,-,-,5,5,5,-,-,3,1,4,-,-,-,-,3,3,-,-,-,-,-,-,2,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,4,-,-,-,5,5,4,-,-,5,2,5,-,-,-,-,-,-,2,5,1,5,4,5,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,3,4,1,-,-,-,-,-,-,-,-,-,2,3,1,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,0,0,0,-,-,-,-,-,-,-,-,0,0,3,3,0,-,-,-,-,-,-,-,-,-,-,-,3,4,3,-,-,-,2,3,0,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_54,4,4,-,-,-,-,-,5,5,5,-,-,3,1,5,-,-,-,-,5,5,-,-,-,-,-,-,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,5,5,5,-,-,5,4,5,-,-,-,-,-,-,5,5,2,5,5,5,-,-,-,-,-,-,-,-,-,-,-,2,3,0,-,-,-,-,-,-,-,-,-,-,-,4,5,3,-,-,-,-,-,-,-,-,-,3,2,3,5,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,4,5,4,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,-1,-1,-1,-,-,-,-,-,-,-,-,0,0,3,5,0,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,3,4,1,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_55,2,1,-,-,-,-,-,2,1,0,-,-,1,0,0,-,-,-,-,2,2,-,-,-,-,-,-,3,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,4,2,2,-,-,4,1,4,-,-,-,-,-,-,1,0,0,3,0,1,-,-,-,-,-,-,-,-,-,-,-,2,0,1,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,2,0,0,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,5,4,4,-,-,-,-,-,-,-,-,0,0,1,3,0,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,2,1,0,-,-,-,-,-,-,-,-,-,-,3,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_56,2,3,-,-,-,-,-,5,5,5,-,-,4,3,5,-,-,-,-,3,3,-,-,-,-,-,-,1,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,-,-,-,5,5,4,-,-,4,5,4,-,-,-,-,-,-,0,5,0,5,5,5,-,-,-,-,-,-,-,-,-,-,-,4,5,3,-,-,-,-,-,-,-,-,-,-,-,5,0,5,-,-,-,-,-,-,-,-,-,1,0,2,4,0,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,4,4,4,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0,3,-,-,-,-,-,-,-,-,-1,-1,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,4,4,0,-,-,-,5,5,0,-,-,-,-,-,-,-,-,-,-,5,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_57,2,3,-,-,-,-,-,5,4,5,-,-,4,2,4,-,-,-,-,3,4,-,-,-,-,-,-,3,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,-,-,-,5,5,3,-,-,4,2,5,-,-,-,-,-,-,2,1,3,5,5,5,-,-,-,-,-,-,-,-,-,-,-,2,4,1,-,-,-,-,-,-,-,-,-,-,-,2,3,2,-,-,-,-,-,-,-,-,-,4,2,3,5,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,4,5,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,1,4,-,-,-,-,-,-,-,-,-1,-1,2,3,1,-,-,-,-,-,-,-,-,-,-,-,5,5,4,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_58,1,1,-,-,-,-,-,4,3,2,-,-,1,0,3,-,-,-,-,2,2,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,4,2,4,-,-,2,0,4,-,-,-,-,-,-,3,3,3,4,4,4,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,1,3,0,-,-,-,-,-,-,-,-,-,0,0,0,3,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,-,-,-,-,-,-,-,-,3,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,1,0,0,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ann_59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,5,-,-,-,3,0,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,4,4,1,-,-,-,-,-,-,-,-,-,-,2,3,3,1,-,-,-,-,-,-,-,-,2,3,2,-,-,-,-,-,-,-,-,-,2,2,3,1,3,0,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,4,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,4,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,5,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,4,4,-,-,-,3,4,2,-,-,-,4,4,1,-,-,-,5,2,4,5,4,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,2,-,-,-,5,5,4,3,5,4,5,-,-,-,-,-,-,
ann_60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,5,-,-,-,1,0,2,-,-,-,-,-,-,3,4,-,-,-,-,-,-,-,-,-,5,4,5,-,-,-,-,-,-,-,-,-,-,2,1,0,0,-,-,-,-,-,-,-,-,3,4,3,-,-,-,-,-,-,-,-,-,4,4,4,2,4,0,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,5,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,3,3,-,-,-,4,4,2,-,-,-,2,2,0,-,-,-,5,4,5,5,5,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,4,-,-,-,5,5,4,1,5,5,1,-,-,-,-,-,-,
ann_61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,1,-,-,-,4,2,2,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,5,1,3,-,-,-,-,-,-,-,-,-,-,4,1,1,1,-,-,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-,-,4,2,2,4,1,1,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-,-,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,4,4,-,-,-,3,3,1,-,-,-,4,3,0,-,-,-,4,1,3,1,5,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,-,5,2,2,1,4,1,1,-,-,-,-,-,-,
ann_62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,4,-,-,-,2,1,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,2,0,3,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,3,1,3,-,-,-,-,-,-,-,-,-,4,3,3,1,2,0,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,3,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,0,0,-,-,-,3,3,1,-,-,-,3,2,1,-,-,-,-1,-1,-1,-1,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,4,3,3,1,4,3,3,-,-,-,-,-,-,
ann_63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,4,-,-,-,2,1,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,2,0,3,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,3,1,3,-,-,-,-,-,-,-,-,-,4,3,3,1,2,0,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,3,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,0,0,-,-,-,3,3,1,-,-,-,3,2,1,-,-,-,-1,-1,-1,-1,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,4,3,3,1,4,3,3,-,-,-,-,-,-,
ann_64,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,3,0,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,5,-,-,-,-,-,-,-,-,4,4,4,1,4,1,-,-,-,-,-,-,4,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,3,3,2,1,4,5,5,5,-,-,-,4,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3,3,1,4,4,-,-,-,-,4,3,5,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,1,1,1,-,-,-,3,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0,0,0,
ann_65,-,-,-,-,-,-,-,4,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,5,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,1,1,1,3,3,0,-,-,-,-,-,-,3,3,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,5,3,3,3,2,2,1,-,-,-,3,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,5,4,3,4,4,-,-,-,-,5,5,5,3,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,4,1,1,0,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,5,3,3,
ann_66,-,-,-,-,-,-,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,2,-,-,-,-,-,-,-,-,5,5,5,2,3,2,-,-,-,-,-,-,3,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,2,2,4,4,0,5,5,5,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,4,0,4,4,-,-,-,-,1,1,1,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,4,4,4,-,-,-,5,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,0,
ann_67,-,-,4,3,-,-,-,5,5,5,-,-,-,-,-,5,5,5,5,3,5,-,-,-,-,-,-,-,-,-,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,0,-,-,-,-,-,-,4,3,-,-,-,0,0,0,-,-,-,-,-,-,5,5,5,4,0,3,0,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,5,5,5,5,-,-,-,5,5,1,-,-,-,-,-,-,-,-,-,4,4,5,-,-,-,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,0,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,5,5,5,5,5,-,-,-,-,-,-,-,-,-,
ann_68,-,-,4,5,-,-,-,5,5,5,-,-,-,-,-,5,4,3,5,0,0,-,-,-,-,-,-,-,-,-,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,3,-,-,-,-,-,-,2,1,-,-,-,0,0,0,-,-,-,-,-,-,5,5,5,4,0,4,5,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,4,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,4,4,5,4,-,-,-,4,4,3,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,5,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,3,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,1,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,3,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,4,5,5,4,3,-,-,-,-,-,-,-,-,-,
